from	target_from
chr19:7581003-7585911	ZNF358
chr19:7587495-7598895	MCOLN1
chr19:7599037-7626653	PNPLA6
chr19:7660787-7683196	CAMSAP3
chr19:7684410-7694439	XAB2
chr19:7694670-7696510	PET100
chr19:7701986-7712760	STXBP2
chr19:7745706-7747748	TRAPPC5
chr19:7828034-7834491	CLEC4M
chr19:7895160-7929862	EVI5L
chr19:7968664-7979368	MAP2K7
chr19:7985193-7988136	SNAPC2
chr19:7989380-7991051	CTXN1
chr19:7991602-8008708	TIMM44
chr19:8021394-8021894	.
chr19:8023456-8070529	ELAVL1
chr19:8274216-8327304	CERS4
chr19:8367010-8373240	CD320
chr19:8376233-8386297	NDUFA7
chr19:8386383-8387280	RPS28
chr19:8387467-8408146	KANK3
chr19:8429010-8439259	ANGPTL4
chr19:8538520-8539020	.
chr19:8547408-8547908	.
chr19:8548327-8548827	.
chr19:8576215-8579048	ZNF414
chr19:8585673-8642331	MYO1F
chr19:8645123-8675620	ADAMTS10
chr19:8920251-8942980	ZNF558
chr19:8942440-8943898	.
chr19:9084121-9084621	.
chr19:9091768-9092268	.
chr19:9247106-9247606	.
chr19:9250219-9251718	.
chr19:9251055-9274091	ZNF317
chr19:9269864-9270364	.
chr19:9401815-9420390	ZNF699
chr19:9419828-9421105	.
chr19:9434071-9435167	.
chr19:9434447-9454521	ZNF559
chr19:9434901-9493293	ZNF559-ZNF177
chr19:9473695-9493293	ZNF177
chr19:9517337-9518114	.
chr19:9523101-9546254	ZNF266
chr19:9633899-9649321	ZNF426
chr19:9649341-9650406	LOC101928238
chr19:9676403-9695209	ZNF121
chr19:9694545-9695472	.
chr19:9718001-9731916	ZNF561
chr19:9731421-9732776	.
chr19:9732157-9745538	ZNF561-AS1
chr19:9759337-9785776	ZNF562
chr19:9785093-9786231	.
chr19:9868150-9879410	ZNF846
chr19:9902127-9904215	.
chr19:9920942-9929779	FBXL12
chr19:9938567-9940797	UBL5
chr19:9945882-9960365	PIN1
chr19:9964393-10047228	OLFM2
chr1:100039362-100039862	.
chr1:100065167-100065822	.
chr1:100111430-100160097	PALMD
chr1:100127291-100127791	.
chr1:100127887-100128860	.
chr1:100137921-100138580	.
chr1:100151115-100151849	.
chr1:100174258-100231349	FRRS1
chr1:100220970-100221470	.
chr1:100222055-100222555	.
chr1:100231695-100232484	.
chr1:100233472-100233972	.
chr1:100274007-100274644	.
chr1:100315373-100316477	.
chr1:100316044-100389579	AGL
chr1:100422335-100422835	.
chr1:100434839-100435740	.
chr1:100435344-100492534	SLC35A3
chr1:100503043-100505006	.
chr1:100503788-100548929	MFSD14A
chr1:100533350-100534130	.
chr1:100541255-100541755	.
chr1:100543016-100543516	.
chr1:100546987-100547838	.
chr1:100549100-100598651	SASS6
chr1:10057254-10076078	RBP7
chr1:100597957-100599191	.
chr1:100598705-100616054	TRMT13
chr1:100629735-100630235	.
chr1:100652477-100715409	DBT
chr1:100654145-100654645	.
chr1:100714973-100716342	.
chr1:100730297-100731730	RTCA-AS1
chr1:100730905-100732239	.
chr1:100731713-100758325	RTCA
chr1:100818022-100965021	CDC14A
chr1:100826244-100826990	.
chr1:100852462-100853222	.
chr1:100920972-100921472	.
chr1:10092251-10094056	.
chr1:100925012-100925512	.
chr1:100926827-100927327	.
chr1:100929216-100929716	.
chr1:10093040-10241296	UBE4B
chr1:100975032-100975532	.
chr1:100989691-100990360	.
chr1:100994041-100994879	.
chr1:100996314-100996814	.
chr1:101003727-101007583	GPR88
chr1:101048373-101048989	.
chr1:101050099-101051035	.
chr1:101071949-101072449	.
chr1:101087440-101088106	.
chr1:101088670-101089170	.
chr1:101109032-101109869	.
chr1:101173906-101174682	.
chr1:101176540-101177304	.
chr1:101185195-101204601	VCAM1
chr1:101186167-101186667	.
chr1:101186796-101187505	.
chr1:101200191-101200691	.
chr1:101201825-101202325	.
chr1:101251217-101251717	.
chr1:101257003-101257581	.
chr1:101260220-101260837	.
chr1:10126770-10127958	.
chr1:101312906-101313406	.
chr1:101331642-101332398	.
chr1:101333788-101334664	.
chr1:101337927-101360735	EXTL2
chr1:10134283-10134903	.
chr1:101360016-101362427	.
chr1:101361633-101447311	SLC30A7
chr1:101455179-101491362	DPH5
chr1:101460673-101461701	.
chr1:101491112-101492081	.
chr1:101491401-101552935	LOC102606465
chr1:101627024-101627524	.
chr1:101650914-101651609	.
chr1:101700428-101702084	LOC101928370
chr1:101702304-101707076	S1PR1
chr1:101704155-101704869	.
chr1:101707786-101708286	.
chr1:1017197-1051736	C1orf159
chr1:101727348-101728043	.
chr1:101728202-101728702	.
chr1:101753912-101754683	.
chr1:101774746-101775246	.
chr1:101775329-101775829	.
chr1:101810309-101810809	.
chr1:101820421-101820921	.
chr1:101822870-101823598	.
chr1:10229318-10230024	.
chr1:10269654-10271921	.
chr1:10270763-10441661	KIF1B
chr1:103342022-103574052	COL11A1
chr1:103363071-103363571	.
chr1:103959702-104068133	LOC101928436
chr1:104057490-104057990	.
chr1:104067696-104069194	.
chr1:104068577-104097859	RNPC3
chr1:104097265-104122156	AMY2B
chr1:10437393-10437893	.
chr1:10438248-10438932	.
chr1:10447550-10448530	.
chr1:10459048-10480568	PGD
chr1:10490158-10502872	CENPS
chr1:10517780-10518280	.
chr1:10519093-10519593	.
chr1:10520602-10532613	DFFA
chr1:10531930-10532919	.
chr1:10535002-10690815	PEX14
chr1:10554623-10555578	.
chr1:10600186-10601140	.
chr1:106499019-106499519	.
chr1:10707262-10856733	CASZ1
chr1:10723606-10724106	.
chr1:10728268-10728768	.
chr1:10745662-10746515	.
chr1:10754215-10755290	.
chr1:107599266-107601916	PRMT6
chr1:108324772-108325407	.
chr1:108479789-108480289	.
chr1:108483721-108484221	.
chr1:108677343-108742980	SLC25A24
chr1:109102970-109181949	FAM102B
chr1:109128609-109129109	.
chr1:109133549-109134049	.
chr1:109138033-109138533	.
chr1:109152012-109152610	.
chr1:109181600-109182100	.
chr1:109186111-109186611	.
chr1:109189086-109189906	.
chr1:109190909-109204148	HENMT1
chr1:109203419-109204398	.
chr1:109234314-109236165	.
chr1:109234931-109244422	PRPF38B
chr1:109264782-109265282	.
chr1:109288957-109290310	.
chr1:109289256-109352148	STXBP3
chr1:109357223-109357723	.
chr1:109358834-109360113	.
chr1:109370590-109371652	.
chr1:109440682-109441182	.
chr1:109472129-109506121	CLCC1
chr1:109490330-109491196	.
chr1:109505198-109506400	.
chr1:109512837-109584850	WDR47
chr1:109583387-109583887	.
chr1:109584538-109585162	.
chr1:109606997-109618624	TAF13
chr1:109622498-109622998	.
chr1:109626103-109626743	.
chr1:109631732-109632232	.
chr1:109632750-109634508	.
chr1:109633362-109639556	TMEM167B
chr1:109642350-109644069	.
chr1:109642814-109643234	SCARNA2
chr1:109655034-109655830	.
chr1:109756227-109757878	.
chr1:109756514-109780804	SARS
chr1:109782006-109782506	.
chr1:109782746-109783640	.
chr1:109784955-109785641	.
chr1:109817317-109817817	.
chr1:109819994-109820494	.
chr1:109822175-109825790	PSRC1
chr1:109825540-109826215	.
chr1:109841223-109842146	.
chr1:109852187-109940567	SORT1
chr1:109933752-109934252	.
chr1:109935536-109936036	.
chr1:109941652-109969070	PSMA5
chr1:109968597-109969814	.
chr1:110025527-110027096	.
chr1:110026560-110035420	ATXN7L2
chr1:110036170-110037333	.
chr1:110036700-110043063	CYB561D1
chr1:110040852-110041661	.
chr1:110041671-110042171	.
chr1:110042210-110042710	.
chr1:110043461-110043961	.
chr1:110049445-110052336	AMIGO1
chr1:110074420-110075341	.
chr1:110075343-110075922	.
chr1:110088835-110089482	.
chr1:110090085-110091917	.
chr1:110091185-110138454	GNAI3
chr1:110162434-110174677	AMPD2
chr1:110175152-110175652	.
chr1:110178936-110179436	.
chr1:110182769-110183269	.
chr1:110185886-110186595	.
chr1:110191907-110192697	.
chr1:110198279-110199388	.
chr1:110198697-110204331	GSTM4
chr1:110199787-110200287	.
chr1:110202566-110203066	.
chr1:110210290-110210893	.
chr1:110210643-110217908	GSTM2
chr1:110230417-110236367	GSTM1
chr1:110234217-110234822	.
chr1:110254447-110255154	.
chr1:110254863-110260890	GSTM5
chr1:110258696-110259196	.
chr1:110259314-110259814	.
chr1:110265833-110266333	.
chr1:110276553-110283660	GSTM3
chr1:110282054-110283910	.
chr1:110299008-110300031	.
chr1:110309514-110310135	.
chr1:110314708-110315208	.
chr1:110316217-110316717	.
chr1:110318943-110319895	.
chr1:110334701-110335201	.
chr1:110358943-110359443	.
chr1:11040055-11040676	.
chr1:110406711-110407211	.
chr1:110407781-110408412	.
chr1:110419453-110420413	.
chr1:110426011-110426612	.
chr1:110426733-110427588	.
chr1:110438411-110438911	.
chr1:110452488-110453862	.
chr1:110453232-110473616	CSF1
chr1:110454111-110454611	.
chr1:110469563-110470063	.
chr1:110470386-110471706	.
chr1:110473653-110474153	.
chr1:110477573-110478073	.
chr1:110502411-110503113	.
chr1:110522183-110522683	.
chr1:110526602-110528234	.
chr1:110527386-110566364	AHCYL1
chr1:110529510-110530180	.
chr1:110536512-110537012	.
chr1:110537304-110537804	.
chr1:110546273-110547157	.
chr1:110576945-110577892	.
chr1:110577222-110597263	STRIP1
chr1:110596383-110596883	.
chr1:110626743-110627699	.
chr1:110630623-110631123	.
chr1:11071822-11073421	.
chr1:11072678-11085549	TARDBP
chr1:110730787-110731378	.
chr1:110732825-110733325	.
chr1:110745536-110746036	.
chr1:110750311-110750811	.
chr1:110752359-110754201	.
chr1:110753335-110776674	KCNC4
chr1:110777587-110779456	.
chr1:110786041-110786643	.
chr1:110828998-110881793	LOC440600
chr1:110850776-110851357	.
chr1:110855070-110855651	.
chr1:110880336-110882776	.
chr1:110881944-110889303	RBM15
chr1:110891196-110892247	.
chr1:110905472-110933704	SLC16A4
chr1:110926220-110926720	.
chr1:110927614-110928114	.
chr1:110932610-110933954	.
chr1:110935659-110937012	.
chr1:110943876-110950546	LAMTOR5
chr1:110949682-110951041	.
chr1:110955072-110956273	.
chr1:110967044-110967717	.
chr1:110967755-110968255	.
chr1:110983389-110983889	.
chr1:110993787-110999976	PROK1
chr1:110994510-110995086	.
chr1:111000173-111000836	.
chr1:111002815-111003315	.
chr1:111025033-111025533	.
chr1:111035332-111035832	.
chr1:111038546-111039046	.
chr1:11114648-11120091	SRM
chr1:111173317-111173817	.
chr1:111176994-111177818	.
chr1:111189777-111190446	.
chr1:11126669-11159967	EXOSC10
chr1:111289247-111289747	.
chr1:111323336-111323950	.
chr1:111415721-111442558	CD53
chr1:111489811-111506566	LRIF1
chr1:111505650-111506991	.
chr1:11159731-11162162	LOC105376736
chr1:111659953-111682838	DRAM2
chr1:11166587-11322608	MTOR
chr1:111681819-111683565	.
chr1:111682784-111727726	CEPT1
chr1:111728590-111743325	DENND2D
chr1:111735538-111736243	.
chr1:111737466-111737966	.
chr1:111746367-111747446	.
chr1:111765272-111765932	.
chr1:111771010-111771510	.
chr1:111956591-111957091	.
chr1:111956936-111970399	OVGP1
chr1:111960293-111960793	.
chr1:111982511-111991930	WDR77
chr1:111991492-111992180	.
chr1:111991742-112004525	ATP5F1
chr1:112016490-112021134	C1orf162
chr1:112042050-112046743	ADORA3
chr1:112049915-112051275	.
chr1:112058172-112059567	.
chr1:112078325-112078952	.
chr1:11210363-11211199	.
chr1:11211857-11212791	.
chr1:112135097-112136204	.
chr1:112140016-112140516	.
chr1:112161855-112163094	.
chr1:112162404-112259317	RAP1A
chr1:112232828-112233328	.
chr1:112264685-112282046	FAM212B
chr1:112278435-112278935	.
chr1:112279486-112279986	.
chr1:112280937-112281437	.
chr1:112282462-112290420	FAM212B-AS1
chr1:112287938-112298131	LOC101928718
chr1:112297881-112298721	.
chr1:112298189-112310199	DDX20
chr1:112312089-112312589	.
chr1:11285578-11286078	.
chr1:112859735-112860983	.
chr1:112901341-112901841	.
chr1:112902398-112903568	.
chr1:112933196-112933876	.
chr1:112936122-112936622	.
chr1:112936682-112937182	.
chr1:112938095-112939705	.
chr1:112938799-113003786	CTTNBP2NL
chr1:112981767-112982725	.
chr1:112988130-112988630	.
chr1:112988773-112989370	.
chr1:113008205-113009412	.
chr1:113009162-113063910	WNT2B
chr1:113044246-113044924	.
chr1:113046544-113047044	.
chr1:113047143-113047735	.
chr1:113047876-113048473	.
chr1:113050399-113050899	.
chr1:113051866-113052466	.
chr1:113055590-113056191	.
chr1:113058237-113058737	.
chr1:113065324-113065824	.
chr1:113066140-113162040	ST7L
chr1:113066559-113067309	.
chr1:113086542-113087333	.
chr1:113160681-113163221	.
chr1:113162074-113214241	CAPZA1
chr1:113216049-113218588	.
chr1:113216933-113243368	MOV10
chr1:11322358-11322917	.
chr1:113241016-113241516	.
chr1:113242729-113243851	.
chr1:113243748-113250025	RHOC
chr1:113247491-113248322	.
chr1:113248486-113248986	.
chr1:113249086-113250992	.
chr1:113252615-113257950	PPM1J
chr1:113257700-113259318	.
chr1:113261227-113261727	.
chr1:113264936-113265737	.
chr1:11332422-11333786	.
chr1:11333254-11359628	UBIAD1
chr1:113361676-113362346	.
chr1:113415159-113415659	.
chr1:113423398-113424018	.
chr1:113454469-113498975	SLC16A1
chr1:113497702-113499286	.
chr1:113499036-113506690	SLC16A1-AS1
chr1:113500002-113500502	.
chr1:113554308-113615724	LOC100996251
chr1:113599493-113600061	.
chr1:113615175-113616481	.
chr1:113615791-113667824	LRIG2
chr1:113652750-113653250	.
chr1:113666355-113666855	.
chr1:113666892-113667479	.
chr1:113740061-113740772	.
chr1:113759960-113760543	.
chr1:113766177-113766677	.
chr1:113768724-113769224	.
chr1:113918318-113919042	.
chr1:113932466-113934514	.
chr1:113933474-114228545	MAGI3
chr1:114225932-114227367	.
chr1:114239826-114302162	PHTF1
chr1:114301156-114302832	.
chr1:114304453-114355098	RSBN1
chr1:114325947-114326447	.
chr1:114353885-114355391	.
chr1:114423361-114424024	.
chr1:114436816-114447746	AP4B1
chr1:114441363-114442162	.
chr1:114447004-114448584	.
chr1:114447914-114456708	DCLRE1B
chr1:114455321-114456193	.
chr1:114466622-114471880	HIPK1-AS1
chr1:114470886-114472431	.
chr1:114471995-114520491	HIPK1
chr1:114472653-114473576	.
chr1:114489712-114490212	.
chr1:114506048-114506548	.
chr1:114508594-114509094	.
chr1:114519147-114519918	.
chr1:114521326-114522535	.
chr1:114522012-114524876	OLFML3
chr1:114522705-114523205	.
chr1:114524521-114525647	.
chr1:114545430-114545930	.
chr1:114566610-114567272	.
chr1:114585523-114586480	.
chr1:1146705-1149548	TNFRSF4
chr1:114766884-114767592	.
chr1:114811676-114812176	.
chr1:114812927-114813427	.
chr1:114813479-114813979	.
chr1:114825274-114825868	.
chr1:114841815-114842784	.
chr1:114853538-114854038	.
chr1:114888327-114889519	.
chr1:114935398-115053781	TRIM33
chr1:115053123-115054102	.
chr1:115110180-115124265	BCAS2
chr1:115123880-115124653	.
chr1:115127195-115212732	DENND2C
chr1:11518837-11519533	.
chr1:115212241-115213314	.
chr1:11521534-11522144	.
chr1:1152287-1167447	SDF4
chr1:115247084-115259515	NRAS
chr1:115259533-115300671	CSDE1
chr1:115299954-115300921	.
chr1:115312104-115323308	SIKE1
chr1:115322836-115323568	.
chr1:115590632-115632121	TSPAN2
chr1:115598765-115599427	.
chr1:115627732-115628232	.
chr1:115641862-115642362	.
chr1:115671798-115672426	.
chr1:115677470-115678271	.
chr1:115681458-115682019	.
chr1:115685207-115685707	.
chr1:115699632-115700396	.
chr1:115700787-115701287	.
chr1:115726203-115726703	.
chr1:115732643-115733944	.
chr1:115776229-115776729	.
chr1:115794365-115794865	.
chr1:115804044-115804544	.
chr1:115805459-115805959	.
chr1:115809148-115809977	.
chr1:115828536-115880857	NGF
chr1:115855651-115856349	.
chr1:115856629-115857129	.
chr1:115857313-115857813	.
chr1:115872395-115873797	.
chr1:115874605-115875105	.
chr1:115875521-115876428	.
chr1:115879567-115881113	.
chr1:115882140-115882793	.
chr1:115883473-115883973	.
chr1:115906899-115907476	.
chr1:115908288-115908880	.
chr1:115920041-115920541	.
chr1:115968877-115969579	.
chr1:115992913-115993874	.
chr1:115997400-115997900	.
chr1:115999774-116000341	.
chr1:116012213-116013194	.
chr1:116088307-116089127	.
chr1:116138289-116138873	.
chr1:116184573-116240845	VANGL1
chr1:116185178-116185795	.
chr1:116221593-116222384	.
chr1:116242625-116311426	CASQ2
chr1:116249183-116249803	.
chr1:116268086-116268707	.
chr1:116270075-116271034	.
chr1:116353792-116354292	.
chr1:116370625-116371417	.
chr1:116681580-116682080	.
chr1:116694420-116695176	.
chr1:116710460-116711383	.
chr1:1167628-1170420	B3GALT6
chr1:116877441-116877941	.
chr1:116915060-116917062	.
chr1:116915794-116947396	ATP1A1
chr1:116918895-116919557	.
chr1:116920105-116920915	.
chr1:116926975-116927475	.
chr1:116927484-116928105	.
chr1:116928591-116929091	.
chr1:116947335-116961197	ATP1A1-AS1
chr1:116958237-116959339	.
chr1:116966208-116966708	.
chr1:116998838-116999338	.
chr1:117020102-117020602	.
chr1:11702314-11702922	.
chr1:117026070-117027112	.
chr1:117027663-117028294	.
chr1:117057155-117113715	CD58
chr1:11708417-11714888	FBXO2
chr1:11714913-11723384	FBXO44
chr1:117210095-117210710	.
chr1:11724149-11734409	FBXO6
chr1:11734536-11741271	MAD2L2
chr1:117362919-117363542	.
chr1:117368025-117368525	.
chr1:117420656-117421234	.
chr1:117424664-117425164	.
chr1:117451955-117452931	.
chr1:117452544-117532980	PTGFRN
chr1:117453108-117453608	.
chr1:117457326-117458389	.
chr1:117568103-117602112	LOC101929099
chr1:117601862-117603757	.
chr1:117602948-117645491	TTF2
chr1:117635821-117636321	.
chr1:117636503-117637003	.
chr1:117653676-117664411	TRIM45
chr1:117663720-117665041	.
chr1:117780284-117781073	.
chr1:11779261-11780279	.
chr1:117882468-117882968	.
chr1:117906486-117906986	.
chr1:117908830-117910334	.
chr1:117910084-118068320	MAN1A2
chr1:11791481-11792541	.
chr1:11792612-11793112	.
chr1:11795670-11797371	.
chr1:11796141-11810828	AGTRAP
chr1:118077549-118078049	.
chr1:118115962-118116462	.
chr1:118139453-118148392	LOC100996263
chr1:118147650-118148853	.
chr1:118148603-118171011	FAM46C
chr1:11822249-11849642	C1orf167
chr1:118238347-118239181	.
chr1:118277585-118278085	.
chr1:11828743-11829393	.
chr1:118296637-118297137	.
chr1:118297351-118297851	.
chr1:118300968-118301896	.
chr1:118345821-118346321	.
chr1:118351891-118352836	.
chr1:118357628-118358128	.
chr1:118370735-118371235	.
chr1:118406106-118472302	GDAP2
chr1:11844526-11845643	.
chr1:11845786-11866160	MTHFR
chr1:11847044-11847982	.
chr1:118472034-118472621	.
chr1:118472371-118503049	WDR3
chr1:11850481-11851374	.
chr1:118510120-118510620	.
chr1:11852050-11852550	.
chr1:11856251-11856926	.
chr1:11857767-11858267	.
chr1:11863448-11864254	.
chr1:11864703-11866682	.
chr1:11866152-11903201	CLCN6
chr1:1189291-1209234	UBE2J2
chr1:11900375-11907673	NPPA-AS1
chr1:11902056-11902664	.
chr1:119573838-119683295	WARS2
chr1:119623052-119623751	.
chr1:119627280-119627780	.
chr1:11967526-11969320	.
chr1:119682370-119683545	.
chr1:119683018-119726446	LOC101929147
chr1:11969484-11970166	.
chr1:119701717-119702217	.
chr1:119702498-119702998	.
chr1:119703440-119704120	.
chr1:11979644-11986485	KIAA2013
chr1:119822530-119823109	.
chr1:119827918-119828418	.
chr1:11989821-11990321	.
chr1:11990972-11991552	.
chr1:119910080-119910580	.
chr1:119915092-119915592	.
chr1:11994723-12035599	PLOD1
chr1:119957742-119965662	HSD3B2
chr1:11998924-11999424	.
chr1:120083300-120083800	.
chr1:120092198-120092898	.
chr1:120096727-120097322	.
chr1:120140324-120141914	LINC00622
chr1:120160834-120161507	.
chr1:120161999-120190390	ZNF697
chr1:120173592-120174860	.
chr1:120175337-120175951	.
chr1:120190679-120191179	.
chr1:120196314-120196814	.
chr1:120197711-120198211	.
chr1:120201968-120202619	.
chr1:120217871-120219109	.
chr1:120254168-120255688	.
chr1:120254418-120286849	PHGDH
chr1:120255832-120256332	.
chr1:120289661-120290667	.
chr1:120309087-120309587	.
chr1:120322338-120323132	.
chr1:120327087-120327587	.
chr1:120351455-120352031	.
